CODE,NAME_EN,LEVEL,PARENT_CODE,InclusionNote
10.1.0.1,Pre-primary education (ISCED-97 level 0),4,10.1.0,"ISCED 2011 level 0: Pre-primary education is defined as the initial stage of organised instruction, designed primarily to introduce very young children to a school type environment; should be centre or school-based, be designed to meet the educational and developmental needs of children at least 3 years old and not older than 6. \r\n\r\nThis education may also be provided in hospitals or in special schools or training centres."
10.1.0.2,Primary education (ISCED-97 level 1),4,10.1.0,"ISCED 2011 level 1: Primary education usually begins at age 5, 6 or 7 and generally lasts for 4 to 6 years. Programmes are normally designed to give students a sound basic education in reading, writing and mathematics along with an elementary understanding of other subjects. Organised instruction for children with special needs should also be included. Literacy or basic skills programmes within or outside the school system which are similar in content to programme in primary education."
10.3.0.0,Post-secondary non-tertiary education (ISCED-97 level 4),4,10.3.0,"ISCED 2011 level 4: Post-secondary non-tertiary education provides learning experiences building on secondary education, preparing for labour market entry as well as tertiary education. It aims at the individual acquisition of knowledge, skills and competencies lower than the level of complexity characteristic of tertiary education. Programmes at ISCED level 4, or post-secondary non-tertiary education, are typically designed to provide individuals who completed ISCED level 3 with non-tertiary qualifications required for progression to tertiary education or for employment when their ISCED level 3 qualification does not grant such access. For example, graduates from general ISCED level 3 programmes may choose to complete a non-tertiary vocational qualification; or graduates from vocational ISCED level 3 programmes may choose to increase their level of qualifications or specialise further. The content of ISCED level 4 programmes is not sufficiently complex to be regarded as tertiary education, although it is clearly post-secondary."
10.4.0.0,Tertiary education,4,10.4.0,"ISCED 2011 levels 5, 6, 7 and 8: first stage and second stage of tertiary education."
10.5.0.0,Education not definable by level,4,10.5.0,"Educational programmes, generally for adults, which do not require any special prior instruction, in particular vocational training or cultural development."
11.1.1.1,"Restaurants, cafés and dancing establishments",4,11.1.1,"Includes:\r\n- places that serve main meals\r\n- places mainly serving drinks: cafés, buffets, bars, tearooms, etc.\r\n- places providing recreational, cultural, sporting or entertainment services: theatres, cinemas, sports stadiums, swimming pools, sports complexes, museums, art galleries, nightclubs, dancing establishments, etc."
11.2.0.1,"Hotels, motels, inns and similar accommodation services",4,11.2.0,"Includes:\r\n- accommodation services in hotels and motels\r\n- accommodation services in inns and similar establishments, including boarding houses, inns and establishments offering bed and breakfast"""""
11.2.0.2,"Holiday centres, camping sites, youth hostels and similar accommodation services",4,11.2.0,"Includes:\r\n- holiday centres, camping sites, youth hostels and similar, holiday villages and holiday centres, camping and caravan sites, youth hostels and mountain chalets\r\n- accommodation services in holiday centres and camping sites holiday villages, caravan sites"
11.2.0.3,Accommodation services of other establishments,4,11.2.0,"Includes:\r\n- boarding schools and other educational establishments\r\n- public transport (trains, boats, etc.) when priced separately\r\n- hostels for young workers or immigrants"
12.1.1.1,Hairdressing for men and children,4,12.1.1,"Includes:\r\n- services of hairdressing salons, barbers for men and children"
12.1.1.2,Hairdressing for women,4,12.1.1,Includes:\r\n- services of hairdressing salons for women
12.1.1.3,Personal grooming treatments,4,12.1.1,"Includes:\r\n- facial beauty treatments, depilation, solarium, pedicure, bodycare, manicure, thalasso therapy, Turkish baths, saunas, non-medical massages, etc.\r\n- diet clubs, tattoo and piercing services"
12.1.2.2,Repair of electric appliances for personal care,4,12.1.2,Includes:\r\n- repair of electric appliances for personal care
12.1.3.2,"Articles for personal hygiene and wellness, esoteric products and beauty products",4,12.1.3,"Includes:\r\n- toilet and medical soap, cleansing oils and milk, shaving soap and cream, toothpaste, shampoo and bathing products, toilet paper, paper handkerchiefs, cotton tops, babies' napkins (also babies' disposable napkins), paper towels, sanitary towels, cotton wool, toilet sponges, etc.\r\n- wellness and esoteric products (natural remedy, herbs, healing stones etc.)\r\n- beauty products: lipstick, nail varnish, make-up and make-up removal products (including powder compacts, brushes and powder puffs), hair lacquers and lotions, pre-shave and after-shave products, sunbathing products, hair removers, perfumes and toilet waters, personal deodorants, bath products, etc."
12.3.2.2,Articles for babies,4,12.3.2,Includes:\r\n- articles for babies: \r\n  • baby carriages\r\n  • pushchairs\r\n  • carrycots\r\n  • recliners\r\n  • car beds and seats\r\n  • back-carriers\r\n  • front carriers\r\n  • reins and harnesses
12.3.2.9,Other personal effects n.e.c.,4,12.3.2,"Includes:\r\n- wall thermometers and barometers\r\n- articles for smokers: pipes, lighters, lighter fuel, cigarette cases, cigar cutters, ashtrays, etc.\r\n- miscellaneous personal articles: sunglasses, walking sticks and canes, umbrellas and parasols, fans, keyrings, etc.\r\n- funerary articles: coffins, gravestones, urns, etc.\r\n- repair of other personal effects n.e.c."
12.4.0.1,Child care services,4,12.4.0,"Includes:\r\n- child-minding outside the home\r\n- nurseries, day-care facilities, wet-nurses, crèches and other child-minding facilities for babies\r\n- Kindergarten (other than educational)\r\n- after school centres"
12.4.0.3,Services to maintain people in their private homes,4,12.4.0,"Includes: \r\n- help to maintain elderly and disabled persons at home (home-cleaning services, meal programmes, day-care centres, day-care services and holiday-care services)\r\n- schools for disabled persons where the main aim is to help students overcome their disability"
12.5.2.0,Insurance connected with the dwelling,4,12.5.2,"Includes:\r\n- service charges paid by owner-occupiers and by tenants for the kinds of insurance typically taken out by tenants against fire, theft, water damage, etc."
12.5.5.0,Other insurance,4,12.5.5,Includes:\r\n- service charges for other insurance such as civil liability for injury or damage to third parties or their property
12.7.0.1,Administrative fees,4,12.7.0,"Includes:\r\n- birth, marriage and death certificates\r\n- passports and licenses Includes firearms license, etc."
12.7.0.3,Funeral services,4,12.7.0,Includes:\r\n- charges for undertaking and other funeral services
12.7.0.4,Other fees and services,4,12.7.0,"Includes:\r\n- reproduction of documents, newspaper notices and advertisements \r\n- photocopies and other reproductions\r\n- fees for:\r\n  • employment agencies\r\n  • auctioneers\r\n  • salesroom operators and other intermediaries\r\n  • graphologists\r\n  • astrologers\r\n  • private detectives\r\n  • bodyguards\r\n  • matrimonial agencies and marriage guidance counsellors\r\n  • dating agencies\r\n  • public writers\r\n  • miscellaneous concessions (seats, toilets, cloakrooms)\r\n\r\nAlso includes:\r\n- payments for services of housing agents in connection with rental transactions"
