name,category,code,prediction,correct_option,correct_n,match
"skipper zero arancia,limone e carota 330 ml","acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,6,True
elledi gusto pieno 3% alta digeribilita senza lattosio,"latticini | latte, uova e burro",01.1.4.1,01.1.4.7,True,1,False
kopke fine ruby porto,wine,02.1.2.1,02.1.2.1,True,11,True
milsani speisequark 40 % 250 g,milchprodukte,01.1.4.5,01.1.4.6,False,0,False
louis roederer champagne rose,wine,02.1.2.1,02.1.2.1,True,9,True
coca cola zero zuccheri and zero caffeina,soft drinks,01.2.6.0,02.4.0.0,True,2,False
rauch ice tea lemon 2 ltr,soft drinks,01.2.3.0,02.1.9.0,True,2,False
foot of africa chenin blanc 750 ml,wine,02.1.2.1,02.1.2.1,True,9,True
victory 1565 lager beer 500g,beer & cider,02.1.3.0,02.1.3.0,True,3,True
biona organic organic baked beans,organic products,01.1.7.9,01.1.7.6,False,0,False
bonduelle french beans 400 grms,tins cans & packets,01.1.7.9,01.1.7.3,True,1,False
espresso suerte intensita 13,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,10,True
florio grecale di sicilia igp 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,8,True
biona organic peperona pasta sauce,organic products,01.1.9.3,01.1.1.5,True,1,False
tetley green tea decaf x50 tea bags,beverages | coffee & tea,01.2.3.0,01.2.3.0,True,6,True
fattoria teddi yogurt bio intero banana,organic products,01.1.4.6,01.2.1.0,True,5,False
hotos organic original feta cheese,organic products,01.1.4.5,01.1.4.5,True,10,True
moscato tenimenti d asti ca` bianca,wine,02.1.2.1,02.1.2.1,True,10,True
innocent orange juice with bits 330ml,drinks | smoothies & juice drinks | chilled fresh fruit juice,01.2.1.0,01.2.1.0,True,7,True
baron darignac rouge 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,10,True
countre chocolate milk 0.5l,beverages | hot chocolate & flavoured millk,01.1.4.7,01.1.4.3,True,3,False
"san benedetto limone 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,02.1.9.0,False,0,False
sterilgarda juice  apple,juices,01.2.1.0,01.2.1.0,True,6,True
yellow tail sauvignon blanc 75cl,drinks | wine | white wine,02.1.2.1,02.1.2.1,True,10,True
landessa ice coffee latte macchiato 230 ml,coffee,01.1.4.7,01.2.2.0,False,0,False
karlsberg pils alkoholfrei 500 ml,bier,02.1.3.0,02.1.3.0,True,4,True
kruger chai latte exotic india 250 grms,tea,01.1.4.4,01.2.3.0,False,0,False
nesquik latte cacao x3x180ml,drinks | milkshake & yogurt drinks | ready made milkshake & yogurt to drink,01.1.4.7,01.1.4.7,True,10,True
zero lattina,"acqua, bibite e succhi | bibite",01.2.6.0,01.2.6.0,True,1,True
red bull  sugar free,energy drinks,01.2.9.0,01.2.9.0,True,3,True
tenuta rapitala itempli nero davola 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,10,True
erdinger urweisse beer 500 ml,beer & cider,02.1.3.0,02.1.3.0,True,3,True
hello classic energy drink,energy drinks,01.2.9.0,01.2.9.0,True,4,True
costa d'oro extra virgin olive oil grezzo 1ltr,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.5.1,01.1.7.4,True,4,False
fiano di avellino docg,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,9,True
958 vino spumante extra dry millesimato,"vini, birra e liquori | spumanti e champagne",02.1.2.1,02.1.2.1,True,9,True
caravaggio cabernet franc,wine,02.1.2.1,02.1.2.1,True,8,True
carrefour bio multicereal al miele,organic products,01.1.1.4,01.1.4.5,False,0,False
pelli mackerel fillets in tomato sauce 90g,tins cans & packets,01.1.9.1,01.1.3.3,True,1,False
bacardi rum superior 700 ml,spirits,02.1.1.0,02.1.1.0,True,3,True
clipper oraganic snore and peace 20 tea bags 030 grms,tea,01.2.3.0,05.3.2.2,True,8,False
"estathe' estathe zero limone 1,5 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.3.0,02.1.2.1,False,0,False
natur green hazelnut cocoa creamy dessert,organic products,01.1.8.5,01.1.8.5,True,8,True
coca cola zero,soft drinks,01.2.6.0,02.1.9.0,True,3,False
donna fugata sul vulcano etna bianco doc,wine,02.1.2.1,02.1.2.1,True,9,True
9 lives chardonnay,wine,02.1.2.1,02.1.2.1,True,11,True
dairy pride skimmed milk 1l,"chilled and dairy | milk, butter & eggs",01.1.4.2,01.1.4.2,True,1,True
gran castello white 75cl,wine cellar | wine,02.1.2.1,02.1.2.1,True,11,True
borgofulvia spumante brut,wine,02.1.2.1,02.1.2.1,True,9,True
just lemon squash 1 ltr,soft drinks,01.2.6.0,01.2.6.0,True,2,True
sainsbury's barrihuelo rioja blanco 75cl,drinks | wine | white wine,02.1.2.1,02.1.2.1,True,8,True
solan multifruit,juices,01.2.1.0,01.2.1.0,True,6,True
masi riserva  toar valpolicella classico sup.,wine,02.1.2.1,02.1.2.1,True,9,True
pellegrino malvasia di sicilia igt 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,6,True
zironda amarone della valpolicella,wine,02.1.2.1,02.1.2.1,True,11,True
biona organic coconut water,organic drinks,01.2.9.0,01.1.4.4,True,1,False
glenfarclas highland single malt scotch whisky 15 years,alcohol,02.1.1.0,02.1.1.0,True,3,True
sambuca extra,"vini, birra e liquori | liquori",02.1.1.0,02.1.2.1,True,3,False
sainsbury's diet blue bolt 250ml,drinks | energy drinks | energy drinks,01.2.9.0,01.2.9.0,True,4,True
sheridan's coffee layered liqueur,alcohol,02.1.1.0,01.2.2.0,True,2,False
sacla acetelli insalatina 560 grms,tins cans & packets,01.1.7.9,01.1.7.9,True,4,True
la guardianese falanghina del sannio doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.9.0,True,1,False
santero 958 bellini + cup,wine,02.1.2.1,02.1.2.1,True,8,True
the berry company superberries purple juice drink 1 ltr,juices & smoothies,01.2.1.0,01.2.1.0,True,6,True
bjorg bio spelt & hazelnut no sugar drink,organic products,01.1.4.4,01.2.1.0,False,0,False
"bitburger winterbock 0,5 l",spirituosen,02.1.3.0,01.1.9.1,False,0,False
andes merlot chile 750ml,wine,02.1.2.1,02.1.2.1,True,9,True
grand vin de hauteville shiraz cabernet malta d.o.k.,wine,02.1.2.1,02.1.2.1,True,11,True
uvam pinot grigio delle venezie 75cl,drinks | wine | white wine,02.1.2.1,02.1.2.1,True,10,True
m.busto organic apple cider vinegar with the mother,organic products,01.1.9.3,01.1.6.1,False,0,False
human+kind dublin dry gin,alcohol,02.1.1.0,07.2.2.3,True,3,False
birra chill lemon,"vini, birra e liquori | birra",02.1.3.0,02.1.3.0,True,2,True
muller thurgau igt,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,6,True
prime hydration lemon & lime,energy drinks,01.2.9.0,01.2.9.0,True,2,True
peroni stile capri birra chiara,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.9.0,True,3,False
mont valentino dry white wine  750ml,wine,02.1.2.1,02.1.2.1,True,9,True
rio d'oro(r) orangensaft 1 l,saft & nektar,01.2.1.0,01.1.6.2,True,3,False
okf aloe vera king original drink,juices,01.2.9.0,01.2.9.0,True,4,True
aquavitamin arancia,"acqua, bibite e succhi | bibite",01.2.9.0,01.2.1.0,True,2,False
amaroy bio-kaffee 500 g,kaffee,01.2.2.0,01.2.2.0,True,10,True
biona maple agave syrup 15% off,organic products,01.1.8.2,01.2.1.0,True,1,False
change gerard bertrand cabernet sauvignon 750ml,wine,02.1.2.1,02.1.2.1,True,8,True
amaro averna 29deg 70cl,amari,02.1.1.0,09.7.4.0,False,0,False
monster energy pipeline punch 500 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,02.1.9.0,True,4,False
burro,"latticini | latte, uova e burro",01.1.5.2,01.1.4.3,True,1,False
evian natural mineral water,water,01.2.5.0,01.2.5.0,True,7,True
cirio olio oliva 1 lt,olio e conserve | olio,01.1.5.1,01.1.5.1,True,7,True
nescafe gold latte iced van 7sac,beverages | coffee & tea,01.1.4.7,01.2.2.0,True,3,False
candidato organic temranillo wine,organic drinks,02.1.2.1,02.1.2.1,True,5,True
cachaca caicara 38% 1l,amari,02.1.1.0,01.2.2.0,False,0,False
rauch bravo multivitamin nectar 1ltr,juices & smoothies,01.2.1.0,01.2.1.0,True,8,True
"coca cola zero 1,32 lt","acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.9.0,True,3,False
nescafe caffe espresso decaffeinato 96 gr,"zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,10,True
cody's beer with citrus and vodka taste,beer,02.1.9.0,02.1.1.0,True,2,False
sir winston zenzero & arancia te verde,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,01.2.9.0,True,1,False
lipton ice tea peach,iced tea,01.2.3.0,01.1.6.3,True,4,False
"nescafe dolce gusto espresso roma 99,2 gr","zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,12,True
kafer shiraz australia,wine,02.1.2.1,02.1.2.1,True,11,True
fabiano valpolicella storica 2019,wine,02.1.2.1,02.1.2.1,True,10,True
beefeater pink gin 700 ml,spirits,02.1.1.0,02.1.1.0,True,2,True
innocent fp plus berry 750ml,drinks | smoothies & juice drinks | chilled smoothies & ice coffee,01.2.1.0,01.2.1.0,True,7,True
lunardi soave,wine cellar | wine,02.1.2.1,02.1.2.1,True,10,True
bottega bottega prosecco rose' 75cl,wine,02.1.2.1,02.1.2.1,True,9,True
"paulaner natur radler 0,5 l",bier,02.1.9.0,02.1.3.0,False,0,False
caffe motta dolce gusto arabica x16 120gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,05.4.0.3,True,3,False
flora vegan spread,spreads,01.1.5.3,09.3.1.1,False,0,False
pfanner peach drink 2l,beverages | juices & ice-teas,01.2.1.0,01.1.6.3,True,1,False
viti&vini ortrugo doc colli piacentini 375 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,8,True
lunetta spumante rose 75cl,wine cellar | wine,02.1.2.1,02.1.2.1,True,10,True
nescafe original 2 in 1  9g,coffee,01.2.2.0,01.2.2.0,True,10,True
riso scotti organic rice and almond drink,organic products,01.1.4.4,01.1.4.4,True,1,True
dany chicken luncheon meat 340g,tins cans & packets,01.1.9.1,01.1.2.3,True,1,False
cumbres de gredos vino trinto brik,wine,02.1.2.1,04.5.4.9,True,8,False
food for all artigiano del bio riso basmati integrale,organic products,01.1.1.5,01.1.7.9,True,1,False
duchessa lia moscato 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,02.1.2.1,True,4,True
seltz sifone,"vini, birra e liquori | liquori",01.2.6.0,02.1.1.0,False,0,False
novosal,"conserve | olio, aceto e sale",01.1.9.3,01.1.9.3,True,4,True
brothers cider strawberry & lime 500ml,drinks | beers & ciders | cider,02.1.2.2,02.1.2.2,True,1,True
cantina valtidone barbera frizzante colli piacentini doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,4,True
lactel uht whole milk 3.5% 1lt,"chilled and dairy | milk, butter & eggs",01.1.4.1,01.1.4.2,True,5,False
pepsi max zero 1.5ltr,soft drinks,01.2.6.0,01.2.6.0,True,3,True
latte magro scremato uht,"latticini | latte, uova e burro",01.1.4.2,01.1.4.3,True,1,False
rauch happy day coco pineapple 1 ltr,juices & smoothies,01.2.1.0,01.1.6.1,True,3,False
"vicentini tisana mago merlino liquirizia,anice e finocchio","zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,01.2.9.0,False,0,False
happy chef butter beans 400g,tins cans & packets,01.1.7.9,01.1.2.5,False,0,False
vladivar vodka 700 grms,spirits,02.1.1.0,02.1.1.0,True,3,True
kwak birra strong ale ambrata 330 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,3,True
innocent blueberries peaches & apples smoothie  750 ml,chilled fruit juice & smoothie,01.2.1.0,01.2.1.0,True,5,True
vinum merum bellamar gutturnio classico superiore doc 750 ml,"acqua, bevande, alcolici | vini",02.1.2.1,02.1.2.1,True,7,True
espresso caffe e ginseng,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,10,True
"burro gold 2,5kg bayernland",burro & margarina,01.1.5.2,01.1.5.3,False,0,False
moet & chandon moet & chandon champagne,wine,02.1.2.1,02.1.2.1,True,10,True
fiorentini rice snack chili organic bio  gluten free ( g. f. s),organic products,01.1.1.9,01.1.7.9,False,0,False
burro lurpak leggeremente salato 200g,burro & margarina,01.1.5.2,01.1.5.3,False,0,False
penfolds koonunga hill chardonnay,wine,02.1.2.1,02.1.2.1,True,11,True
te' allo zenzero e agrumi 25filtri 50g twining,infusi,01.2.3.0,05.3.2.1,False,0,False
arabella sauv blanc 75cl,drinks | wine | white wine,02.1.2.1,02.1.2.1,True,10,True
food for all fino sale himalayano,organic products,01.1.9.3,01.1.7.4,True,1,False
primia olio friggimix,olio e conserve | olio,01.1.5.1,01.1.5.1,True,7,True
food for all grosso sale himalayano,organic products,01.1.9.3,01.2.1.0,False,0,False
red bull red watermelon 250ml,drinks | energy drinks | energy drinks,01.2.9.0,01.2.9.0,True,3,True
saquella italla espresso gran creama 500 g,coffee,01.2.2.0,01.2.2.0,True,9,True
russo maraschino liquore per dolci 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,1,False
natural by oglivy organic honey foe tea & coffee,organic products,01.1.9.3,01.1.8.2,False,0,False
pascual bi frutas tropical,juices,01.2.1.0,01.2.1.0,True,6,True
lurpak spreadble unsalted 250 grms,"milk, butter & eggs",01.1.5.2,01.1.4.2,False,0,False
albarino pazo barrantes,wine,02.1.2.1,02.1.2.1,True,8,True
expressi typ cacao cioccolata 240g,kaffee,01.2.4.0,01.1.8.5,True,4,False
perrier sparkling water 330 ml,bottled water,01.2.5.0,05.3.2.2,True,3,False
uova bio,"latticini | latte, uova e burro",01.1.4.8,01.1.4.7,True,2,False
pfanner peach nectar 1l,beverages | juices & ice-teas,01.2.1.0,01.1.6.3,True,3,False
lavazza tierra brazil ground 180g,beverages | coffee & tea,01.2.2.0,01.2.2.0,True,8,True
carrefour squeezed blond oranges,juices,01.2.1.0,01.1.6.2,True,3,False
"hohes c multivitaminsaft 1,5 l",saft & nektar,01.2.1.0,01.1.6.3,True,6,False
te verde aromatizzato lampone e frutto della passione 20 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.2.0,True,5,False
quargentan rosso,wine,02.1.2.1,02.1.2.1,True,10,True
francoli grappa arneis e bracchetto,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.2.1,True,3,False
diet radisson radisson corn cakes,organic products,01.1.1.4,01.1.7.9,True,1,False
step apple pear drink 2 pcs.,soft drinks,01.2.1.0,01.2.6.0,False,0,False
percorsi di gusto primia nettare di mirtillo,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,7,True
decaffe' miscela di caffe decaffeinato,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,12,True
oransoda aranciata italiana 200 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.9.0,True,1,False
mirinda orange 6x330ml,soft drinks,01.2.6.0,01.2.6.0,True,3,True
okf coco natural coconut drink 1.5 ltr,bottled water,01.2.9.0,01.1.4.4,False,0,False
"nescafe cappuccino extra cremoso 186,4 gr","zucchero, caffe', te', infusi | caffe'",01.2.2.0,01.2.2.0,True,11,True
la canva barbera del piemonte doc 3 lt,"acqua, bevande, alcolici | vini",02.1.2.1,11.1.2.9,False,0,False
leffe beer brune (dark) 6.5% 330ml,drinks | beers & ciders | beers & lagers,02.1.3.0,02.1.3.0,True,3,True
rum galleon white spirit 38deg 70cl noi&voi,tequila & rum,02.1.1.0,02.1.1.0,True,4,True
glenkinchie malt whiskey 12 y.o 70cl,drinks | spirits & liqueurs | whisky,02.1.1.0,02.1.1.0,True,3,True
castelli romeo e giulietta soave,wine,02.1.2.1,02.1.2.1,True,10,True
latte alta digeribilita parzialmente scremato senza lattosio,"latticini | latte, uova e burro",01.1.4.2,01.1.4.1,False,0,False
primia bevanda ananas e mela,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.1.6.1,True,5,False
anterra moscato sicilia,wine,02.1.2.1,02.1.2.1,True,10,True
ecomil ecomil almond milk original,organic products,01.1.4.4,01.1.4.4,True,4,True
i can't believe it's not butter gold,spreads,01.1.5.2,01.1.5.2,True,2,True
distillato d'uva,"vini, birra e liquori | liquori",02.1.1.0,02.1.2.1,True,3,False
pfanner orange juice 1l,beverages | juices & ice-teas,01.2.1.0,01.2.1.0,True,4,True
yellow tail merlot 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,9,True
kenco inst salt caramel latte 162.4g,beverages | coffee & tea,01.1.4.7,01.2.2.0,False,0,False
acqua panna still water x,water,01.2.5.0,01.2.5.0,True,7,True
carrefour bio whole cane sugar,organic products,01.1.8.1,01.1.9.9,True,6,False
bacardi breezer pineapple 275 ml,spirits,02.1.9.0,01.1.6.1,False,0,False
lakeland yellow unsalted butter 250g,"milk, butter & eggs",01.1.5.2,01.1.5.2,True,2,True
del monte del monte peach chunks in juice pot x4 113g,tins cans & packets,01.1.6.9,01.1.6.3,True,3,False
maynards fine porto ruby,wine,02.1.2.1,02.1.2.1,True,10,True
ron barcelo' cream rum 700 ml,spirits,02.1.1.0,01.2.9.0,True,3,False
lemonsoda la limonata 330 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,02.1.9.0,True,5,False
safari orange juice,juices,01.2.1.0,01.2.1.0,True,3,True
via verde bio primia olio di semi di mais 750 ml,olio e conserve | olio,01.1.5.1,01.1.5.1,True,10,True
monster energy 500ml,soft drinks,01.2.9.0,01.2.9.0,True,4,True
"don simon sangria 1,5 lt","acqua, bevande, alcolici | liquori",02.1.2.1,07.2.2.3,True,4,False
milsani frucht auf joghurt 150 g,milchprodukte,01.1.4.6,01.1.4.4,True,10,False
fanta arancia rossa zero 660 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.6.0,01.2.9.0,True,1,False
rauch bravo sunny orange- mango,juices,01.2.1.0,01.1.6.1,True,2,False
bottega limoncello liquer,alcohol,02.1.1.0,02.1.1.0,True,2,True
landessa ice coffee espresso 230 ml,coffee,01.2.2.0,01.2.2.0,True,11,True
la bella sedara sicilia doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,9,True
carrefour lattina limonata,soft drinks,01.2.6.0,01.2.6.0,True,4,True
lavazza a modo mio espresso intensita 12 16 pcs.,coffee,01.2.2.0,01.2.2.0,True,11,True
via verde bio primia infuso finocchio 40 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,01.2.9.0,True,2,False
del monte pizza sauce  400 grms,tins cans & packets,01.1.9.3,01.1.9.1,True,2,False
birra premium,"vini, birra e liquori | birra",02.1.3.0,02.1.3.0,True,3,True
benecol light spread 250g,"chilled and dairy | milk, butter & eggs",01.1.5.2,01.1.4.3,False,0,False
coricelli olive oil 250ml,food cupboard groceries | cooking ingredients | oil & vinegar,01.1.5.1,01.1.7.4,True,3,False
blossom hill red 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,8,True
carrefour classic tomato puree 700 grms,tins cans & packets,01.1.9.3,01.1.7.2,False,0,False
kopparberg naked apple cider 330 ml,beer & cider,02.1.2.2,02.1.2.2,True,1,True
russo crema di limone 500 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,1,False
horlicks malted drink light 500gr,food cupboard groceries | hot chocolate & malted drinks | malted drinks,01.2.9.0,01.1.1.9,False,0,False
ballantine's scoth whisky,alcohol,02.1.1.0,02.1.1.0,True,4,True
meadow lea margarine original 1 kg,"milk, butter & eggs",01.1.5.3,01.1.5.3,True,3,True
fernet-branca del famoso,alcohol,02.1.1.0,07.2.2.3,True,4,False
bolero instant drink sugar free honey melon 090 grms,soft drinks,01.2.9.0,01.1.8.1,False,0,False
caliza chardonnay,wine,02.1.2.1,02.1.2.1,True,10,True
liquore di limoni,"vini, birra e liquori | liquori",02.1.1.0,02.1.1.0,True,2,True
groot chicken luncheon meat 340 grms,tins cans & packets,01.1.9.1,01.1.2.2,False,0,False
pirovano nero d'avola igt terre siciliane 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,10,True
regular,"acqua, bibite e succhi | bibite",01.2.6.0,02.1.9.0,True,1,False
flora buttery 500gr,"fresh | dairy, eggs & cheese | butter, margarine & spreads",01.1.5.2,01.1.5.3,True,1,False
diamante red kidney beans 390 g,tins cans & packets,01.1.7.9,01.1.7.3,True,1,False
ramazzotti sambuca,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,2,False
zonin prosecchino 600 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,02.1.2.1,True,5,True
carrefour classic cola,soft drinks,01.2.6.0,02.1.9.0,True,3,False
monster vr46 energy drink the doctor 500 ml,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,01.2.9.0,True,7,True
biona peanut butter crunchy 15% off,organic products,01.1.8.4,01.1.8.4,True,2,True
j.bally rhum ambre agricole 700 ml,"acqua, bevande, alcolici | liquori",02.1.1.0,02.1.9.0,True,1,False
san valentino rose .75l,wine cellar | wine,02.1.2.1,02.1.2.1,True,11,True
veroni isotonic drink orange,energy drinks,01.2.9.0,01.2.6.0,True,2,False
dante classico olio di oliva 750 ml,olio e conserve | olio,01.1.5.1,01.1.5.1,True,6,True
bavaria holland beer @ EUR3.99,beer,02.1.3.0,02.2.0.0,True,4,False
maxwell coffee 200g offer,beverages | coffee & tea,01.2.2.0,01.2.2.0,True,8,True
old jamaican ginger beer,beer,02.1.3.0,01.1.1.3,True,3,False
safari peach juice,juices,01.2.1.0,01.1.6.3,True,3,False
verdeca puglia igp,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,8,True
lavazza dgc espresso cremoso 16 pods,beverages | coffee & tea,01.2.2.0,01.1.4.7,True,9,False
somersby apple cider can 330ml,beer & cider,02.1.2.2,02.1.2.2,True,1,True
bacardi 1l,beverages | spirits,02.1.1.0,02.1.1.0,True,4,True
circeo bianco dop,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,9,True
leonardo chianti italia 750 ml,wine,02.1.2.1,02.1.2.1,True,9,True
birra double ambree,"vini, birra e liquori | birra",02.1.3.0,02.1.3.0,True,3,True
zonin moscato provincia di pavia,wine,02.1.2.1,02.1.2.1,True,10,True
heinz green peas 400 grms,tins cans & packets,01.1.7.9,01.1.7.9,True,1,True
"beck's pils 0,5 l",bier,02.1.3.0,02.1.3.0,True,4,True
san giuliano olio extra vergine di oliva amabile 1 lt,olio e conserve | olio,01.1.5.1,01.1.5.1,True,8,True
j.moreau & fils sauvignon les coches,wine,02.1.2.1,02.1.2.1,True,10,True
grants whiskey 70cl,beverages | spirits,02.1.1.0,02.1.1.0,True,3,True
la cheteau vouvray,wine,02.1.2.1,02.1.2.1,True,10,True
rauch happy day banana juice,juices,01.2.1.0,01.1.6.1,True,3,False
erin hotcup beef & vegetable with croutons soup 3 p,tins cans & packets,01.1.9.1,01.1.2.5,True,4,False
avonmore pure irish unsalted butter,spreads,01.1.5.2,01.1.5.2,True,2,True
camomilla con melatonina 14 filtri,"caffè, tea e zucchero | tea e infusi",01.2.3.0,01.2.2.0,True,3,False
polara aranciata,soft drinks,01.2.6.0,01.1.8.5,True,2,False
trs yellow split peas 500g,tins cans & packets,01.1.7.9,01.1.7.9,True,1,True
pfanner bce berry 2l,beverages | juices & ice-teas,01.2.1.0,01.2.3.0,True,2,False
john west tuna chunks in sunflower oil 145 grms,tins cans & packets,01.1.9.1,01.1.3.3,False,0,False
coca cola 1.5l x6,beverages | soft drinks & mixers,01.2.6.0,01.2.6.0,True,3,True
crema e gusto classico cialde per macchina espresso,"caffè, tea e zucchero | caffè e solubili",01.2.2.0,01.2.2.0,True,11,True
bavaria premium lager,beer,02.1.3.0,02.1.3.0,True,4,True
viaggio espresso intenso capsules x10 - dolce gusto compatible 70g,coffee,01.2.2.0,01.2.2.0,True,10,True
food for all artigiano del bio farina di kamut biologica,organic products,01.1.1.2,01.1.7.4,False,0,False
margarina foglia d'oro 250gr,burro & margarina,01.1.5.3,01.1.5.3,True,3,True
pukka elderberry & echinacea 20pcs.,tea,01.2.3.0,01.2.3.0,True,9,True
peter & peter riesling mosel trocken 750 ml,wine,02.1.2.1,01.1.1.9,True,6,False
corvo rosso 75cl,drinks | wine | red wine,02.1.2.1,02.1.2.1,True,8,True
biona organic spelt lasagna,organic products,01.1.1.5,01.1.7.9,True,2,False
good earth blueberries 150 grms,tins cans & packets,01.1.6.7,01.1.6.4,False,0,False
elite marrowfat peas 140 grms,tins cans & packets,01.1.7.9,01.1.7.9,True,2,True
chivas regal premium whisky 700 ml,spirits,02.1.1.0,02.1.1.0,True,3,True
codici - salento primitivo  x,wine,02.1.2.1,02.1.2.1,True,10,True
simpl succo arancia rosso,juices,01.2.1.0,01.2.1.0,True,8,True
100% succo tropicale,"acqua, bibite e succhi | succhi",01.2.1.0,01.1.9.9,True,6,False
carrefour peach juice 200ml,juices & smoothies,01.2.1.0,01.1.6.3,True,5,False
birra moretti birra chiara filtrata a freddo 550 ml,"acqua, bevande, alcolici | birra",02.1.3.0,02.1.3.0,True,3,True
cocco di mamma 21deg 70cl antiche distillerie,tequila & rum,02.1.1.0,02.1.1.0,True,3,True
cirio borlotti beans 410 grms,tins cans & packets,01.1.7.9,01.1.7.3,True,1,False
il feudo grand cuvee brut 750 ml,"acqua, bevande, alcolici | spumanti e champagne",02.1.2.1,02.1.2.1,True,6,True
rio d'oro orangendirektsaft 1 l,saft & nektar,01.2.1.0,01.2.9.0,True,2,False
beavertown stone buenaveza salt n lime lager,beer,02.1.3.0,02.1.3.0,True,4,True
idrolitina preparato per acqua da tavola 200 gr,"acqua, bevande, alcolici | bevande analcoliche",01.2.9.0,02.1.9.0,True,4,False
sainsbury's red grape juice 1ltr,drinks | smoothies & juice drinks | long life juice,01.2.1.0,01.2.1.0,True,5,True
frisian flag creamy evaporated milk 170g,tins cans & packets,01.1.4.3,01.1.4.3,True,7,True
"statesman blended scotch whisky 0,7 l",spirituosen,02.1.1.0,02.1.1.0,True,3,True
baladin rock n roll,beer,02.1.3.0,02.1.3.0,True,4,True
damilano moscato d'asti 2021,wine,02.1.2.1,02.1.2.1,True,10,True
d'argent gin rose 40%,alcohol,02.1.1.0,02.1.1.0,True,4,True
bonduelle mixed vegetables 200 grms,tins cans & packets,01.1.7.9,01.1.7.9,True,6,True
spritzzer white,wine,02.1.2.1,02.1.2.1,True,9,True
havana club anejo 7 anos 40deg 70cl rum puro cubano,tequila & rum,02.1.1.0,02.1.1.0,True,3,True
vicentini tisana bacio di biancaneve mela e cannella 45 gr,"zucchero, caffe', te', infusi | te' e infusi",01.2.3.0,01.1.8.2,False,0,False
"estathe alla pesca senza zucchero 1,5l",thè,01.2.3.0,01.1.3.1,False,0,False
maralba collio ribolla gialla doc,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,10,True
ha penny dublin dry gin,alcohol,02.1.1.0,07.2.2.3,True,3,False
negroamaro salento igt,"vini, birra e liquori | vini",02.1.2.1,02.1.2.1,True,9,True
nescafe non dairy mandorla macchiato x6x16gr,food cupboard groceries | coffee | coffee sachets & pods,01.2.2.0,01.1.1.5,False,0,False
primia succo di frutta ace 600 ml,"acqua, bevande, alcolici | succhi di frutta",01.2.1.0,01.2.1.0,True,6,True
kinnie can 6x,soft drinks,01.2.6.0,01.2.6.0,True,3,True
