code,title
05.4.0.4,Repaired and rented glassware sets
05.4.0.4,Restored crystal stemware hire
05.4.0.4,Altered ceramic mug hire service
05.4.0.4,Refurbished china teacup rental
05.4.0.4,Mended wooden kitchen utensil hire
05.4.0.4,Fixed metal cutlery rental service
05.4.0.4,Repaired silver flatware hire
05.4.0.4,Restored ceramic dinnerware rental
05.4.0.4,Mended glass baking dish hire
05.4.0.4,Refurbished cutlery sets
05.4.0.4,Altered silver spoon rental
05.4.0.4,Repaired crystal drinking glasses for hire
05.4.0.4,Fixed china dinner plates rental
05.4.0.4,Restored ceramic cookware hire
05.4.0.4,Mended metal kitchen utensils rental
05.4.0.4,Repaired silver plated flatware service
05.4.0.4,Restored glass serving dishes rental
05.4.0.4,Altered crystal decanter hire
05.4.0.4,Refurbished metal cutlery sets
05.4.0.4,Mended china tea set rental
05.5.1.0,Motorized tools and equipment
05.5.1.0,Makita DHP456RT electric drill
05.5.1.0,Bosch GSB 18V-50C cordless power tool set
05.5.1.0,DEWALT DWE7491RS 20-inch Compound Miter Saw
05.5.1.0,Ryobi One+ 18V One Power Tool
05.5.1.0,Husqvarna 460 Rancher chain saw
05.5.1.0,Greenworks 25022 20-Inch 12 Amp Corded Lawn Mower
05.5.1.0,Black+Decker GLC3230L 12-inch Cordless Grass Trimmer & Edger
05.5.1.0,Echo POC 260C 26cc Portable Power Pruner & Hedge Trimmer Combo
05.5.1.0,Wacker Neuson HP 2550 C 25HP Honda Powered Compact Excavator
05.5.1.0,Present Kamney 1/2 Horsepower SH-25 Gasoline-Powered Submersible Sump Pump
05.5.2.1,Non-motorized tools
05.5.2.1,manual manual saw
05.5.2.1,claw hammer
05.5.2.1,precision screwdriver set
05.5.2.1,socket wrench set
05.5.2.1,combination pliers
05.5.2.1,trimming utility knife
05.5.2.1,railway rasp
05.5.2.1,needle file
05.5.2.1,manual power shears
05.5.2.1,heavy-duty wheelbarrow
05.5.2.1,watering can with long spout
05.5.2.1,garden hose with adjustable nozzle
05.5.2.1,durable steel spade
05.5.2.1,shovel with ergonomic handle
05.5.2.1,leaf rake with wide tines
05.5.2.1,gardening fork with three tines
05.5.2.1,traditional scythe
05.5.2.1,hand-held secateur
05.5.2.1,foldable step ladder
05.5.2.1,extension roller ladder
05.5.2.2,Miscellaneous accessories
05.5.2.2,radiator valves
05.5.2.2,chimney balloons
05.5.2.2,wooden curtain rods
05.5.2.2,plastic curtain tracks
05.5.2.2,string curtain wires
05.5.2.2,carpet gripper rods
05.5.2.2,towel racks
05.5.2.2,wall hooks
05.5.2.2,garden chains
05.5.2.2,fencing grid panels
05.5.2.2,plant support stakes
05.5.2.2,landscape hoop segments
05.5.2.2,lamp bulbs
05.5.2.2,fluorescent tubes
05.5.2.2,torch lanterns
05.5.2.2,handheld work lights
05.5.2.2,electric fuse boxes
05.5.2.2,AA battery holders
05.5.2.2,C battery packs
05.5.2.2,USB power banks
05.5.3.0,Repair and hire of motorized and non-motorized tools and equipment
05.5.3.0,Power drill rental and repair
05.5.3.0,Hand-held sander hire with repair services
05.5.3.0,Circular saw maintenance and rental
05.5.3.0,Chainsaw mending and hire
05.5.3.0,Leaf blower repair and seasonal rental
05.5.3.0,Pressure washer repair and hire
05.5.3.0,Hammer and screwdriver set repair with hire option
05.5.3.0,Utility knife and pliers repair with rental
05.5.3.0,Tape measure and spirit level repair with hire services
05.5.3.0,Secateurs and pruning shears repair with rental offer
05.6.1.1,Household cleaning and maintenance products
05.6.1.1,Arm & Hammer Super Washing Soda
05.6.1.1,Pinesol All-Purpose Cleaner
05.6.1.1,Mr. Clean Magic Eraser
05.6.1.1,"CLR Calcium, Lime, and Rust Remover"
05.6.1.1,Weiman Dishwasher Shine
05.6.1.1,Zep Professional Disinfectant Cleaner
05.6.1.1,Pledge Multi-Surface Cleaner & Polisher
05.6.1.1,Stanley Home Products Fiber Glass Cleaner
05.6.1.1,Scotch-Brite Heavy Duty Scrub Sponge
05.6.1.1,Black+Decker Dustbuster Mobius Cordless Hand Vacuum
05.6.1.1,Blue Wave Pool and Spa Shock Treatment
05.6.1.1,BioGuard Pool Perfect Maintenance Kit
05.6.1.9,Other non-durable household goods
05.6.1.9,Insect repellent spray
05.6.1.9,Fungicide for plants
05.6.1.9,"Distilled water, 5-gallon jug"
05.6.1.9,Filter for kitchen faucet
05.6.1.9,Lavender tablecloth
05.6.1.9,"Paper towels, 2-ply"
05.6.1.9,"Plastic reusable plate, 10-inch diameter"
05.6.1.9,"Biodegradable cup, 12-ounce"
05.6.1.9,"Disposable cutlery set, BBQ-friendly"
05.6.1.9,Scented tea light candle
05.6.1.9,"Lamp wick, 12 inches"
05.6.1.9,"Methylated spirits, 16 oz"
05.6.1.9,"Plastic garbage bag, 13 gallon"
05.6.1.9,"Matches, strike-anywhere"
05.6.1.9,"Clothespin, wooden, set of 10"
05.6.1.9,"Cotton gardening gloves, size M-L"
05.6.1.9,"Glue gun, high-temperature"
05.6.1.9,"Duct tape, black, 1-inch width"
05.6.1.9,"Twine, natural jute, 50-yard spool"
05.6.1.9,"Rubber kitchen gloves, set of 2"
05.6.2.1,Domestic services provided by paid staff
05.6.2.1,- Butler Services
05.6.2.1,- Cuisine Preparation and Cooking Services
05.6.2.1,- Maid and Housekeeping Services
05.6.2.1,- Dedicated Driving and Chauffeur Services
05.6.2.1,- Landscaping and Gardening Services
05.6.2.1,- Tuition and Governess Services
05.6.2.1,- Au Pair Housing and Support
05.6.2.1,- Full-Time Nanny Services
05.6.2.1,- In-Home Laundry Services
05.6.2.1,- Babysitting Services (without education)
05.6.2.1,- Professional Cleaning and Maid Services
05.6.2.9,Other household services
05.6.2.9,Household Linen Dry-Cleaning Service
05.6.2.9,Carpet Cleaning Service
05.6.2.9,Textile Laundering and Dyeing Service
05.6.2.9,Pest Extermination and Disinfection Service
05.6.2.9,Dwelling House-Sitting and Care Service
05.6.2.9,Miscellaneous Household Services
06.1.1.1,"Medicines, vaccines and other pharmaceutical preparations"
06.1.1.1,Panadol
06.1.1.1,Advil
06.1.1.1,Generic Aspirin
06.1.1.1,Inhaler with Albuterol
06.1.1.1,Hydrocodone Prescription Tablets
06.1.1.1,Glucophage Metformin Tablets
06.1.1.1,Enbrel Injection
06.1.1.1,Botox for Medical Use
06.1.1.1,Zithromax Z-Pak
06.1.1.1,Lantus Insulin
06.1.1.1,Aquadextrex Glucose Solution
06.1.1.1,Pepto-Bismol Anti-Diarrhea Tablets
06.1.1.1,Fibrovein Compression Stockings
06.1.1.1,Endermologie Cellulite Reduction Treatments
06.1.1.1,Vitamin D3 Supplements
06.1.1.1,Calcium + Vitamin B12 Tablets
06.1.1.1,Oxygen Tank for Home Use
06.1.1.1,Nitroglycerin Paste for Chest Pain
06.1.1.1,Pharmacist Dispensing Fee for Insulin Needles
06.1.1.1,Blood Glucose Monitoring Strips
06.1.1.1,Nattokinase Tablets for Blood Circulation
06.1.1.1,Acupuncture Treatment Sessions
06.1.1.2,Herbal medicines and homeopathic products
06.1.1.2,Echinacea purpurea extract capsules
06.1.1.2,Ginkgo biloba standardized extract tablets
06.1.1.2,Belladonna homeopathic pellets for pain relief
06.1.1.2,Arnica montana topical gel
06.1.1.2,Avena sativa (oats) homeopathic drops for stress and anxiety
06.1.1.2,Glycyrrhiza glabra (licorice) extract softgels
06.1.1.2,Hypericum perforatum (St. John's Wort) oil
06.1.1.2,Valeriana officinalis (valerian) root tea bags
06.1.1.2,Digestive herbal blend supplement
06.1.1.2,Arnica and Calendula homeopathic ointment for minor injuries
06.1.2.1,Medical diagnostic products
06.1.2.1,PreCLOSE Pregnancy Test
06.1.2.1,Accu-Chek Aviva Glucose Meter
06.1.2.1,Omron HeartGuide Smart Blood Pressure Monitor
06.1.2.1,Braun ThermoScan 7 IRT6520 Infrared Ear Thermometer
06.1.2.1,i-Health Wireless Bluetooth Body Thermometer
06.1.2.1,Nokia Body+ Smart Scale
06.1.2.1,Fitbit Charge 4 Fitness and Activity Tracker
06.1.2.1,Withings Body+ Wi-Fi Smart Scale
06.1.2.2,Preventive and protective devices
06.1.2.2,Ansell MedGard protection gloves
06.1.2.2,Magnum Ultra Thin Lubricated condoms
06.1.2.2,3M Coban Self-Adherent Wrap
06.1.2.2,Medi-Lex Antimicrobial Exam Gloves
06.1.2.2,Columbia Silver Ridge Poncho Insect Shield
06.1.2.2,Brita Longlast Water Filters
06.1.2.2,Kimberly-Clark VitalSource Touchless N95 Respirator Masks
06.1.2.2,Classe Medical Compression Stockings
06.1.2.2,Bioscience Labs Insecticide-Treated Mosquito Nets
06.1.2.3,Treatment devices for personal use
06.1.2.3,AirTouch inhaler
06.1.2.3,Safe-T-Express syringe
06.1.2.3,AquaBreeze ultrasonic humidifier
06.1.2.3,NanoMist portable nebulizer
06.1.2.3,HeatWave hot bag
06.1.2.3,CoolFusion ice pack
06.1.2.3,VITAL essential first aid kit
06.1.2.3,Oversize adhesive bandages
06.1.2.3,QuikClot antiseptic gauze
06.1.3.1,Assistive products for vision
06.1.3.1,corrective eyeglasses for low vision
06.1.3.1,short-distance spectacles
06.1.3.1,long-distance spectacles
06.1.3.1,white canes
06.1.3.1,"ocular prostheses (e.g., glass eyes)"
06.1.3.1,contact lenses
06.1.3.1,magnifying glasses
06.1.3.1,telescopic glasses
06.1.3.1,prisms for visual field enlargement
06.1.3.1,close-up lamps
06.1.3.1,tinted lenses for contrast enhancement
06.1.3.1,smart glasses with built-in vision aid functions
06.1.3.2,Assistive products for hearing and communication
06.1.3.2,Beltone Direct Line Hearing Aids
06.1.3.2,Starkey Muse i2400 Hearing Aids
06.1.3.2,Phonak Audéo Marvel T R Rechargeable Hearing Aids
06.1.3.2,Widex Evoke 3 312 BTE Hearing Aids
06.1.3.2,Signia Styletto X BTE Hearing Aids
06.1.3.2,Oticon Xceed IQ 312 BTE Hearing Aids
06.1.3.2,ReSound ENZO 3D Q 312 BTE Hearing Aids
06.1.3.2,Unitron MAX 33 BTE Hearing Aids
06.1.3.2,Rexton Circuit H1 Hearing Aids
06.1.3.2,Signia Pure Charge&Go X Hearing Aids
06.1.3.3,Assistive products for mobility and daily living
06.1.3.3,Therapeutic diabetic footwear by Dr. Comfort
06.1.3.3,Diapulve Neuropathy Shoe Insert
06.1.3.3,Ortho-Pediad brace
06.1.3.3,Ottobock C-Leg prosthetic knee
06.1.3.3,FixIt prosthetic hand
06.1.3.3,MoboWheels Ranger X8 power wheelchair
06.1.3.3,Drive Medical Walker with Seat and Bag Tray
06.1.3.3,NOVA Treadmill Shower Chair
06.1.3.3,Mckesson Pressure Relief Smart Foam Mattress
06.1.3.3,Leverte Portable Threshold Ramp
06.1.3.3,Invacare Deluxe patient lift
06.1.4.0,"Repair, rental and maintenance of medical and assistive products"
06.1.4.0,eyeglasses repair and adjustments
06.1.4.0,hearing aid servicing and battery replacement
06.1.4.0,mobility scooter maintenance and rental
06.1.4.0,"in-home medical equipment rental, such as blood pressure monitors"
06.1.4.0,wheelchair tire replacement and repair
06.1.4.0,speech therapy device calibration
06.1.4.0,diagnostic equipment sterilization and repair
06.1.4.0,daily living aid assembly and disassembly
06.1.4.0,visual field testing equipment maintenance
06.1.4.0,durable medical equipment rental for home use
06.2.1.1,Immunization services
06.2.1.1,Polio-Rabies Combination Vaccine Service
06.2.1.1,Rubella-Measles-Mumps Combination Vaccine Service
06.2.1.1,Tetanus-Diphtheria Toxoid Vaccine Service
06.2.1.1,Varicella (Chickenpox) Vaccine Service
06.2.1.1,Yellow Fever Vaccine Service
06.2.1.1,Influenza Vaccination Consultation
06.2.1.1,Meningococcal-Pertussis Combination Vaccine Service
06.2.1.1,Pneumococcal Polysaccharide Vaccine Service
06.2.1.1,Diphtheria-Tetanus-Pertussis Vaccine Service
06.2.1.1,Hepatitis B Vaccine Service
06.2.1.1,Herpes Zoster (Shingles) Vaccine Service
06.2.1.1,Human Papillomavirus (HPV) Vaccine Service
06.2.1.1,Maternal-Newborn Immunization Consultation
06.2.1.1,"Traveler's Vaccination Package (e.g., Typhoid, Japanese Encephalitis)"
06.2.1.1,Voluntary Immunization Counseling and Vaccination
06.2.1.9,Other preventive care services
06.2.1.9,Family Planning Counseling
06.2.1.9,Prenatal Check-up Package
06.2.1.9,Well-child Visit for Growth Monitoring
06.2.1.9,Genetic Abnormality Screening
06.2.1.9,Malaria Prophylaxis Clinic Visit
06.2.1.9,Tuberculosis Preventive Therapy Consultation
06.2.1.9,Breast Cancer Risk Assessment Mammogram
06.2.1.9,Cervical Cancer Screening Pap Smear
06.2.1.9,Colorectal Cancer Risk Assessment CT Scan
06.2.1.9,Prostate Cancer Preventive Exam
06.2.1.9,Diabetic Screening Blood Test
06.2.1.9,HIV/AIDS Rapid Testing
06.2.1.9,Global Health Screening for Communicable Diseases
06.2.1.9,Individualized Health Risk Assessment
06.2.2.1,Dental preventive services
06.2.2.1,Comprehensive Dental Exam
06.2.2.1,Oral Cancer Screening
06.2.2.1,Dental Cleaning (Professional)
06.2.2.1,Fluoride Treatment
06.2.2.1,Dental Sealants Application
06.2.2.1,Photographic Documentation of Dental Conditions
06.2.2.1,Pit and Fissure Sealants
06.2.2.1,Oral Hygiene Instruction
06.2.2.1,Dental Radiographs (X-rays)
06.2.2.1,Gum Disease (Periodontal) Assessment and Treatment
06.2.2.1,Teeth Whitening (Professional)
06.2.2.1,Nutritional Counseling for Oral Health
06.2.2.9,Other outpatient dental services
06.2.2.9,Periodic dental rematches
06.2.2.9,Root canal therapy
06.2.2.9,"Oral surgery (e.g., extractions, biopsies)"
06.2.2.9,Crowns and bridges
06.2.2.9,Denture adjustments
06.2.2.9,Dental implants
06.2.2.9,Mouthguards for sports
06.2.2.9,Teeth whitening treatments
06.2.2.9,Veneers for cosmetic improvements
06.2.2.9,Dental bonding procedures
06.2.2.9,Gum contouring for aesthetic purposes
06.2.3.1,Outpatient curative and rehabilitative services
06.2.3.1,Chiropractic adjustment for pain management
06.2.3.1,In-home occupational therapy for stroke survivors
06.2.3.1,Pharmaceutical medication review by a clinical pharmacist
06.2.3.1,Speech-language therapy for swallowing difficulties
06.2.3.1,Non-surgical orthopedic treatment for sports injuries
06.2.3.1,Home health aide services for personal care and hygiene
06.2.3.1,Mental health counseling for anxiety and depression
06.2.3.1,Physical therapy for post-surgical recovery
06.2.3.1,Nutritional counseling for diabetes management
06.2.3.1,Audiology hearing aid evaluation and fitting
06.2.3.1,Respiratory therapy for COPD maintenance
06.2.3.2,Outpatient long-term care services
06.2.3.2,Dialysis at Home Service
06.2.3.2,Home-Based Nursing Care for Chronic Disease Management
06.2.3.2,Medical Day-Care Center Services for Elderly Patients
06.2.3.2,Outpatient Catheterization Procedures
06.2.3.2,Home Visit by Physiotherapist for Mobility Maintenance
06.2.3.2,Collaborative Medical and Social Services for Physically Disabled Residents
06.2.3.2,Nasogastric Feeding Care at Home for Individuals with Swallowing Impairments
06.2.3.2,Home Nursing Support for Pain Management
06.2.3.2,Home Oxygen Therapy for Respiratory Conditions
06.2.3.2,Physical Therapy and Occupational Therapy Services at Home
06.2.3.2,Priced Package for Home-Based Long-Term Care Including Nursing and Medical Services
06.2.3.2,Home Care Services for Mental Health Maintenance
06.2.3.2,Home Health Monitoring and Wound Care for Chronic Wounds
06.2.3.2,Home Occupational Therapy Services for Neurological Diseases
06.3.1.0,Inpatient curative and rehabilitative services
06.3.1.0,24-hour cardiovascular intensive care with overnight stay
06.3.1.0,Post-operative orthopedic rehabilitation following joint replacement surgery
06.3.1.0,Alcohol and drug detoxification program with overnight accommodation
06.3.1.0,Psychiatric inpatient care with 24-hour nursing supervision
06.3.1.0,Beauty treatment for reconstructive surgery in a hospital setting
06.3.1.0,Intensive care for critically ill neonates with overnight stay
06.3.1.0,Surgical wound care management during the inpatient stay
06.3.1.0,Physical and occupational therapy sessions with overnight stay
06.3.1.0,Specialized oncology treatment with overnight hospitalization
06.3.1.0,Inpatient treatment for post-stroke rehabilitation
06.3.1.0,Rehabilitative care after spinal cord injury with overnight stay
06.3.2.0,Inpatient long-term care services
06.3.2.0,Medical Convalescent Home Care
06.3.2.0,Nursing Care at Elderly Homes
06.3.2.0,Inpatient Hospice Services
06.3.2.0,Palliative Care Facility Stay
06.3.2.0,Nursing Home Accommodation
06.3.2.0,Skilled Nursing Facility Services
06.3.2.0,Teaching Nursing Home Support
06.3.2.0,Mental Health Facility Residency (Chronic Patients)
06.3.2.0,Medical Retirement Home for Seniors
06.3.2.0,Medical Residence for Persons with Disabilities
06.3.2.0,Overnight Lab Tests for Inpatients
06.3.2.0,Diagnostic Imaging for Overnight Care
06.3.2.0,Medical-Grade Assistive Devices
06.3.2.0,Meal Service for Inpatient Stays
06.3.2.0,Overnight Care Relative Accommodation
06.4.1.0,Diagnostic imaging services and medical laboratory services
06.4.1.0,Complete Blood Count (CBC) test
06.4.1.0,Lipid Profile test
06.4.1.0,Comprehensive Metabolic Panel (CMP) test
06.4.1.0,Pregnancy Test
06.4.1.0,Thyroid Function Test (TFT)
06.4.1.0,"Hepatitis Panel A, B, and C test"
06.4.1.0,Blood Cancer Markers panel
06.4.1.0,Mammography
06.4.1.0,Breast Ultrasound
06.4.1.0,Magnetic Resonance Imaging (MRI) of the Brain
06.4.1.0,Computed Tomography (CT) Scan of the Chest
06.4.1.0,Bone Density Scan (DXA)
06.4.1.0,X-ray of the Skull
06.4.1.0,Ultrasound of the Abdomen
06.4.2.0,Patient emergency transportation and emergency rescue services
06.4.2.0,Traditional Ambulance Services
06.4.2.0,Advanced Life Support (ALS) Ambulance
06.4.2.0,Basic Life Support (BLS) Ambulance
06.4.2.0,Ground Medical Transport
06.4.2.0,Air Medical Transport (Air Ambulance)
06.4.2.0,Medical Evacuation by Helicopter
06.4.2.0,Medical Transport by Fixed-Wing Aircraft
06.4.2.0,Medical Escort Services
06.4.2.0,Non-Emergency Medical Transportation (NEMT)
06.4.2.0,Renewable Medical Transfer Membership Plans
06.4.2.0,Pre-Planned Medical Transport Memberships
06.4.2.0,Emergency Medical Response Vehicles (EMRV)
06.4.2.0,"Specialty Care Transport (e.g., NICU, Burn Units)"
06.4.2.0,Inter-Facility Patient Transport
06.4.2.0,Community Paramedicine Services
07.1.1.1,New motor cars
07.1.1.1,2022 Ford F-150 Raptor
07.1.1.1,2022 Tesla Model X Plaid
07.1.1.1,2022 Porsche Cayenne Turbo S
07.1.1.1,2022 Toyota Corolla
07.1.1.1,2022 Dodge Durango R/T
07.1.1.1,2022 Mazda MX-5 Miata
07.1.1.1,2022 Mercedes-Benz G-Class G 63 AMG
07.1.1.1,2022 Audi RS7 Sportback
07.1.1.1,2022 BMW X5 M Competition
07.1.1.1,2022 Jeep Wrangler Rubicon
07.1.1.2,Second-hand motor cars
07.1.1.2,Ford F-150 V8 Four-wheel Drive Pickup Truck
07.1.1.2,Subaru Outback Estate 4-Door All-Wheel Drive Wagon
07.1.1.2,Honda Civic Hybrid Two-wheel Drive Sedan
07.1.1.2,Audi SQ5 4WD Luxury SUV
07.1.1.2,Volkswagen Golf GTI Two-wheel Drive Hatchback
07.1.1.2,Chevrolet Corvette Convertible V8 4WD Sports Car
07.1.1.2,Mercedes-Benz E-Class AMG E 63 S 4MATIC Wagon
07.1.2.0,Motorcycles
07.1.2.0,Ducati Panigale V4 R
07.1.2.0,Harley-Davidson LiveWire
07.1.2.0,Yamaha YZF-R1
07.1.2.0,BMW R nineT
07.1.2.0,Honda Gold Wing
07.1.2.0,Suzuki Burgman 650
07.1.2.0,Piaggio MP3 500 LT
07.1.2.0,Polaris Slingshot
07.1.2.0,KTM 450 Husqvarna EXC
07.1.2.0,Used Suzuki GSX-R1300
07.1.2.0,Arctic Cat Crossfire 1000
07.1.3.0,Bicycles
07.1.3.0,Road Bicycle
07.1.3.0,Mountain Bike
07.1.3.0,Hybrid Bicycle
07.1.3.0,Tandem Bicycle
07.1.3.0,Recumbent Bicycle
07.1.3.0,BMX Bike
07.1.3.0,Folding Bicycle
07.1.3.0,Children's Bicycle
07.1.3.0,Cycle Rickshaw
07.1.3.0,Cargo Bicycle
07.1.3.0,Electric Mountain Bike
07.1.3.0,Pedelec Commuter Bike
07.1.3.0,Electric Cargo Bike
07.1.3.0,E-Bike Touring Bike
07.1.3.0,Electric Kick Scooter (adult)
07.1.4.0,Animal-drawn vehicles
07.1.4.0,oxen-drawn plow
07.1.4.0,donkey-drawn cart
07.1.4.0,mule-drawn wagon
07.1.4.0,camel-drawn caravan
07.1.4.0,reindeer-drawn sleigh
07.1.4.0,water buffalo-drawn sledge
07.1.4.0,alpaca-drawn carriage
07.1.4.0,llama-drawn platform
07.1.4.0,zebra-drawn trolley
07.1.4.0,rosemary-drawn coach
07.2.1.1,Tyres
07.2.1.1,Michelin Premier A/S tire
07.2.1.1,Pirelli P Zero Nero tire
07.2.1.1,Continental CrossContact LX20 tire
07.2.1.1,Goodyear Assurance Fuel Max tire
07.2.1.1,Bridgestone Ecopia EP422 Plus tire
07.2.1.1,Dunlop SP Sport Maxx TT tire
07.2.1.1,Hankook Ventus V12 Evo tire
07.2.1.1,Falken Azenis FK510 tire
07.2.1.1,Yokohama Advan Sport V105 tire
07.2.1.1,Toyo Proxes T1 Sport tire
07.2.1.1,Nokian Hakkapeliitta R3 tire
07.2.1.1,BFGoodrich g-Force Comp 2 tire
07.2.1.1,Pirelli P7 Cinturato tire
07.2.1.1,Michelin Defender LTX M/S tire
07.2.1.1,Continental TrueContact Tour tire
07.2.1.1,Goodyear Wrangler All-Terrain Adventure tire
07.2.1.1,Bridgestone Dueler H/L Alenza Plus tire
07.2.1.1,Dunlop GT Radial Chronos X tire
07.2.1.1,Hankook Kinergy PT tire
07.2.1.1,Falken ZIEX ZE310 A/S tire
07.2.1.1,Yokohama Geolandar A/T-S tire
07.2.1.1,Nokian NCO tire
07.2.1.1,BFGoodrich All-Terrain T/A KO2 tire
07.2.1.1,Michelin CrossClimate tire
07.2.1.1,Pirelli Scorpion Verde All Season tire
07.2.1.1,Continental CrossContact LX20 tire
07.2.1.1,Goodyear Assurance WeatherReady tire
07.2.1.1,Bridgestone Turanza QuietTrack tire
07.2.1.1,Dunlop SP Wintersport 3D tire
07.2.1.1,Hankook Optimo H727 tire
07.2.1.1,Falken Wildpeak A/T3W tire
07.2.1.1,Yokohama IceGuard LG-G03 tire
07.2.1.1,Nokian Hakkapeliitta R3 tire
07.2.1.1,BFGoodrich g-Force Sport tire
07.2.1.1,Michelin Defender tire
07.2.1.1,Continental TerraSet tire
07.2.1.1,Goodyear Wrangler Fortitude HT tire
07.2.1.1,Bridgestone Ecopia EP422 Plus tire
07.2.1.1,Dunlop American Elite tire
07.2.1.1,Hankook Ventus V12 Evo2 K110a tire
07.2.1.1,Falken Azenis FK510 tire
07.2.1.1,Yokohama Parada Spec-X tire
07.2.1.1,Nokian Hakkapeliitta R4 tire
07.2.1.1,BFGoodrich All-Terrain T/A KO2 tire
07.2.1.1,Michelin CrossClimate SUV tire
07.2.1.1,Pirelli Scorpion Strada HL tire
07.2.1.1,Continental CrossContact TZ200 tire
07.2.1.1,Goodyear Wrangler All-Terrain Adventure tire
07.2.1.1,Bridgestone Dueler H/L Alenza Plus tire
07.2.1.1,Dunlop SP Sport 9000 tire
07.2.1.1,Hankook Kinergy 4 Seasons tire
07.2.1.1,Falken ZIEX ZE950 ECOplus tire
07.2.1.1,Yokohama Avid Ascend GT tire
07.2.1.1,Nokian NPR tire
07.2.1.1,BFGoodrich g-Force Comp 2 tire
07.2.1.1,Michelin Energy Saver tire
07.2.1.1,Pirelli P4 Four Seasons Plus tire
07.2.1.1,Continental ProContact TX tire
07.2.1.1,Goodyear Assurance TripleTread tire
07.2.1.1,Bridgestone Turanza Serenity Plus tire
07.2.1.1,Dunlop SP Sport Maxx SS tire
07.2.1.1,Hankook Dynapro ATM tire
07.2.1.1,Falken Ziex ZE500 A/S tire
07.2.1.1,Yokohama Sdrive tire
07.2.1.1,Nokian Hakkapeliitta R2 tire
07.2.1.2,Parts for personal transport equipment
07.2.1.2,Spark Plug Set for Driver-Controlled Vehicles
07.2.1.2,Enhance Battery System for Motorcycles
07.2.1.2,Advanced Shock Absorber Unit for Go-Karts
07.2.1.2,High-Performance Air Filter with Media Pre-Cleaner
07.2.1.2,Vado Fluid Pump for Electric Scooters
07.2.1.2,Sturdy Rims for Skateboards
07.2.1.2,Premium Brake Pad Kit for Bicycles
07.2.1.3,Accessories for personal transport equipment
07.2.1.3,GPS Navigation System
07.2.1.3,Snow Chain Set
07.2.1.3,Roof Rack System
07.2.1.3,Cargo Roof Box
07.2.1.3,Fire Extinguisher for Vehicles
07.2.1.3,Automotive Paint Kit
07.2.1.3,Sealing Compound for Bodywork
07.2.1.3,Bodywork Polish
07.2.1.3,Motor Car Cover
07.2.1.3,Motorcycle Cover
07.2.1.3,Bicycle Helmet
07.2.1.3,WVIG Car Seat for Children
07.2.1.3,MVIG Motorcycle Seat for Children
07.2.1.3,Bicycle Basket
07.2.1.3,Bicycle Trailer
07.2.1.3,Charge Point for Electric Vehicles
07.2.1.3,Jet Helmet with Built-in Camera
07.2.2.1,Diesel
07.2.2.1,Ultra-Low Sulfur Diesel (ULSD)
07.2.2.1,Biodiesel B20
07.2.2.1,Fame Diesel
07.2.2.1,Diesel Fuel Ex (DFEX)
07.2.2.1,Diesel #1
07.2.2.1,Diesel #2
07.2.2.1,Marine Diesel Oil (MDO)
07.2.2.1,Naval Diesel Oil (NDO)
07.2.2.1,Rail Diesel Fuel (RDF)
07.2.2.1,locomotive Diesel fuel
07.2.2.1,Genset Diesel Fuel
07.2.2.1,Agricultural Diesel
07.2.2.1,Heavy Fuel Oil (HFO)
07.2.2.1,Intercity Bus Diesel
07.2.2.1,City Bus Diesel
07.2.2.1,Truck and Truck-Tractor Diesel
07.2.2.1,Off-Road Equipment Diesel
07.2.2.1,Marine Engine Diesel
07.2.2.1,Industrial Diesel Generator Fuel
07.2.2.1,Railroad Switcher Diesel
07.2.2.1,Subway or Light Rail Train Diesel
07.2.2.1,Mining Equipment Diesel
07.2.2.1,Construction Equipment Diesel
07.2.2.1,Aircraft Ground Support Equipment (GSE) Diesel
07.2.2.1,Marine Ex ports Diesel
07.2.2.2,Petrol
07.2.2.2,Super Regular Unleaded Gasoline
07.2.2.2,E10 Flex Fuel
07.2.2.2,95 Octane Premium Petrol
07.2.2.2,DieselFuel (distinct from petrol)
07.2.2.2,87 Octane Regular Gasoline
07.2.2.2,V-Power Petrol with Techron
07.2.2.2,E85 Ethanol Fuel Blends
07.2.2.3,Other fuels for personal transport equipment
07.2.2.3,Automotive Liquefied Petroleum Gas (LPG)
07.2.2.3,CNG-Powered Scooter
07.2.2.3,LNG-Fueled Car
07.2.2.3,Methanol-Based Racing Fuel
07.2.2.3,Ethanol E85 Blend
07.2.2.3,Hydrogen Fuel Cell Vehicle
07.2.2.3,Solar-Charged Electric Scooter
07.2.2.3,Copper-Nickel Fuel Cell Motorcycle
07.2.2.3,Methane-Fueled Industrial Equipment (portable)
07.2.2.4,Lubricants
07.2.2.4,Castrol Edge Titanium FTT Engine Oil
07.2.2.4,Red Line 4200 Max-Pressure High-Mileage Motor Oil
07.2.2.4,Valvoline Advanced Full Synthetic Motor Oil
07.2.2.4,Mobil 1™ High Mileage Motor Oil
07.2.2.4,Royal Purple Max-Press Synchromax Transmission Fluid
07.2.2.4,Red Line Shockproof High-Performance Gear Oil
07.2.2.4,LLCO Multi-Vehicle All Season Coolant
07.2.2.4,Petrangeli Cooling System Stop Leak
07.2.2.4,Zerex G-05 Antifreeze/Coolant Coating
07.2.3.0,Maintenance and repair of personal transport equipment
07.2.3.0,Wheel alignment service
07.2.3.0,Brake pad replacement
07.2.3.0,Oil and filter change
07.2.3.0,Tire rotation and balancing
07.2.3.0,ENGINE tune-up
